|sentence|word|label
3671|145|nižu|O
3672|145|cenu|O
3673|146|Buka|O
3674|146|aviona|O
3675|146|i|O
3676|146|celonoćni|O
3677|146|lavež|O
3678|146|pasa|O
3679|146|.|O
3680|147|Bojler|B-FURNITURE
3681|147|je|O
3682|147|bio|O
3683|147|prazan|O
3684|147|.|O
3685|147|Klima|B-FURNITURE
3686|147|nije|O
3687|147|radila|O
3688|147|.|O
3689|148|Okolina|B-LOCATION
3690|148|je|O
3691|148|bas|O
3692|148|losa|O
3693|148|,|O
3694|148|smetliste|B-LOCATION
3695|148|na|I-LOCATION
3696|148|parkingu|I-LOCATION
3697|148|ispred|O
3698|149|Neki|O
3699|149|kreveti|B-FURNITURE
3700|149|nisu|O
3701|149|bili|O
3702|149|baš|O
3703|149|udobni|O
3704|149|za|O
3705|149|spavanje|O
3706|149|.|O
3707|149|Okolina|B-LOCATION
3708|149|hotela|O
3709|149|je|O
3710|149|bila|O
3711|149|veoma|O
3712|149|loša|O
3713|149|i|O
3714|149|adresu|O
3715|149|je|O
3716|149|bilo|O
3717|149|teško|O
3718|149|pronaći|O
3719|149|pomoću|O
3720|149|GPS|O
3721|149|-|O
3722|149|a|O
3723|149|.|O
3724|150|Veoma|O
3725|150|glasno|O
3726|150|.|O
3727|150|Stepenice|B-FURNITURE
3728|150|su|O
3729|150|opasne|O
3730|150|.|O
3731|150|Potrebno|O
3732|150|je|O
3733|150|održavanje|O
3734|150|.|O
3735|151|bio|O
3736|151|je|O
3737|151|noćni|O
3738|151|let|O
3739|151|za|O
3740|151|Beograd|B-LOCATION
3741|151|,|O
3742|151|pa|O
3743|151|sam|O
3744|151|izabrao|O
3745|151|hotel|O
3746|151|zbog|O
3747|151|blizine|B-LOCATION
3748|151|aerodroma|I-LOCATION
3749|151|,|O
3750|151|samo|O
3751|151|da|O
3752|151|prenoćim|O
3753|151|.|O
3754|151|a|O
3755|151|sutradan|O
3756|151|da|O
3757|151|se|O
3758|151|preseli|O
3759|151|u|O
3760|151|centar|B-LOCATION
3761|151|grada|I-LOCATION
3762|151|.|O
3763|151|ali|O
3764|151|na|O
3765|151|kraju|O
3766|151|,|O
3767|151|ne|O
3768|151|tako|O
3769|151|blizu|B-LOCATION
3770|151|aerodroma|I-LOCATION
3771|151|,|O
3772|151|dugo|O
3773|151|smo|O
3774|151|se|O
3775|151|vozili|O
3776|151|uskim|B-LOCATION
3777|151|ulicama|I-LOCATION
3778|151|privatnog|O
3779|151|sektora|O
3780|151|.|O
3781|151|Ujutro|O
3782|151|je|O
3783|151|bio|O
3784|151|problem|O
3785|151|da|O
3786|151|izađem|O
3787|151|iz|O
3788|151|hotela|O
3789|151|.|O
3790|151|Taksi|O
3791|151|se|O
3792|151|ne|O
3793|151|može|O
3794|151|pozvati|O
3795|151|,|O
3796|151|najbliža|O
3797|151|autobuska|B-LOCATION
3798|151|stanica|I-LOCATION
3799|151|je|O
3800|151|30|B-LOCATION
3801|151|minuta|I-LOCATION
3802|151|hoda|I-LOCATION
3803|151|.|O
3804|152|Ljudi|O
3805|152|koji|O
3806|152|su|O
3807|152|boravili|O
3808|152|u|O
3809|152|drugim|O
3810|152|sobama|O
3811|152|su|O
3812|152|bili|O
3813|152|pomalo|O
3814|152|bezobrazni|O
3815|152|.|O
3816|152|Glasna|O
3817|152|muzika|O
3818|152|u|O
3819|152|05|O
3820|152|:|O
3821|152|30|O
3822|152|i|O
3823|152|vikanje|O
3824|152|u|O
3825|152|06|O
3826|152|:|O
3827|152|00|O
3828|152|vas|O
3829|152|sprečavaju|O
3830|152|da|O
3831|152|zaspite|O
3832|152|i|O
3833|152|ceo|O
3834|152|sprat|O
3835|152|je|O
3836|152|smrdeo|B-HYGIENE
3837|152|na|I-HYGIENE
3838|152|stopala|I-HYGIENE
3839|152|jer|O
3840|152|je|O
3841|152|neko|O
3842|152|drugi|O
3843|152|stavio|O
3844|152|cipele|O
3845|152|i|O
3846|152|čarape|O
3847|152|van|O
3848|152|sobe|O
3849|152|,|O
3850|152|ali|O
3851|152|oni|O
3852|152|su|O
3853|152|nema|O
3854|152|veze|O
3855|152|sa|O
3856|152|objektom|O
3857|152|nego|O
3858|152|sa|O
3859|152|ljudima|O
3860|152|koji|O
3861|152|borave|O
3862|152|.|O
3863|153|Trebalo|O
3864|153|je|O
3865|153|dosta|O
3866|153|vremena|O
3867|153|da|O
3868|153|se|O
3869|153|uđe|O
3870|153|u|O
3871|153|prostoriju|B-FURNITURE
3872|153|jer|O
3873|153|telefonski|O
3874|153|kontakt|O
3875|153|sa|O
3876|153|osobljem|O
3877|153|nije|O
3878|153|dobro|O
3879|153|prošao|O
3880|153|.|O
3881|154|Lokacija|B-LOCATION
3882|154|,|O
3883|154|ali|O
3884|154|ne|O
3885|154|u|O
3886|154|smislu|O
3887|154|udaljenosti|B-LOCATION
3888|154|od|I-LOCATION
3889|154|grada|I-LOCATION
3890|154|,|O
3891|154|nego|O
3892|154|okruzenje|B-LOCATION
3893|154|,|O
3894|154|prilaz|B-LOCATION
3895|154|,|O
3896|154|malo|B-LOCATION
3897|154|tesko|I-LOCATION
3898|154|za|I-LOCATION
3899|154|naci|I-LOCATION
3900|154|.|O
3901|155|Trebalo|O
3902|155|je|O
3903|155|dosta|O
3904|155|vremena|O
3905|155|da|O
3906|155|se|O
3907|155|uđe|O
3908|155|u|O
3909|155|prostoriju|B-FURNITURE
3910|155|jer|O
3911|155|telefonski|O
3912|155|kontakt|B-PERSONNEL
3913|155|sa|I-PERSONNEL
3914|155|osobljem|I-PERSONNEL
3915|155|nije|O
3916|155|dobro|O
3917|155|prošao|O
3918|155|.|O
3919|156|Nema|O
3920|156|ogledala|B-FURNITURE
3921|156|u|O
3922|156|kupatilu|B-FURNITURE
3923|156|.|O
3924|156|Curi|O
3925|156|slavina|B-FURNITURE
3926|156|u|O
3927|156|kupatilu|O
3928|157|Zvučna|O
3929|157|izolacija|O
3930|157|stanova|O
3931|157|ne|O
3932|157|postoji|O
3933|157|.|O
3934|157|Čuli|O
3935|157|smo|O
3936|157|komšije|O
3937|157|iz|O
3938|157|svih|O
3939|157|krajeva|O
3940|157|i|O
3941|157|bilo|O
3942|157|je|O
3943|157|teško|O
3944|157|spavati|O
3945|157|tokom|O
3946|157|dana|O
3947|157|.|O
3948|158|Odseli|O
3949|158|smo|O
3950|158|u|O
3951|158|dvospratnom|O
3952|158|apartmanu|O
3953|158|.|O
3954|158|Na|O
3955|158|gornjem|O
3956|158|spratu|O
3957|158|je|O
3958|158|bilo|O
3959|158|veoma|O
3960|158|toplo|O
3961|158|,|O
3962|158|ali|O
3963|158|klima|B-FURNITURE
3964|158|je|O
3965|158|bila|O
3966|158|na|O
3967|158|donjem|O
3968|158|spratu|O
3969|158|gde|O
3970|158|je|O
3971|158|vazduh|O
3972|158|bio|O
3973|158|mnogo|O
3974|158|hladniji|O
3975|158|.|O
3976|158|Istovremeno|O
3977|158|je|O
3978|158|bilo|O
3979|158|nemoguće|O
3980|158|otvoriti|O
3981|158|prozor|B-FURNITURE
3982|158|na|O
3983|158|spratu|O
3984|158|jer|O
3985|158|je|O
3986|158|napolju|O
3987|158|bila|O
3988|158|napadačka|O
3989|158|vojska|O
3990|158|komaraca|O
3991|158|.|O
3992|159|Grejanje|B-FURNITURE
3993|159|u|O
3994|159|sobi|O
3995|159|je|O
3996|159|bilo|O
3997|159|loše|O
3998|159|.|O
3999|160|nedostaju|O
4000|160|mreže|B-FURNITURE
4001|160|protiv|I-FURNITURE
4002|160|komaraca|I-FURNITURE
4003|160|i|O
4004|160|to|O
4005|160|je|O
4006|160|katastrofa|O
4007|160|.|O
4008|161|postoji|O
4009|161|samo|O
4010|161|1|O
4011|161|mesto|O
4012|161|za|O
4013|161|jelo|B-FOOD
4014|161|u|O
4015|161|blizini|O
4016|161|,|O
4017|161|kao|O
4018|161|i|O
4019|161|1|O
4020|161|prodavnica|O
4021|161|za|O
4022|161|kupovinu|O
4023|161|hrane|B-FOOD
4024|161|,|O
4025|161|otprilike|O
4026|161|10|O
4027|161|minuta|O
4028|161|hoda|O
4029|162|Jedini|O
4030|162|plus|O
4031|162|lokacije|B-LOCATION
4032|162|je|O
4033|162|što|O
4034|162|je|O
4035|162|blizu|B-LOCATION
4036|162|aerodroma|I-LOCATION
4037|162|,|O
4038|162|osim|O
4039|162|toga|O
4040|162|,|O
4041|162|okolina|B-LOCATION
4042|162|nije|O
4043|162|baš|O
4044|162|dobra|O
4045|162|,|O
4046|162|teško|O
4047|162|je|O
4048|162|naći|O
4049|162|pijacu|O
4050|162|hrane|B-FOOD
4051|162|i|O
4052|162|pića|B-FOOD
4053|162|.|O
4054|163|Komšije|O
4055|163|koje|O
4056|163|su|O
4057|163|puštale|O
4058|163|muziku|O
4059|163|do|O
4060|163|kasno|O
4061|163|u|O
4062|163|noć|O
4063|163|,|O
4064|163|i|O
4065|163|sprečavale|O
4066|163|nas|O
4067|163|da|O
4068|163|provedemo|O
4069|163|pravu|O
4070|163|punu|O
4071|163|noć|O
4072|163|mirnog|O
4073|163|sna|O
4074|163|.|O
4075|163|Ali|O
4076|163|to|O
4077|163|,|O
4078|163|domaćin|B-PERSONNEL
4079|163|ne|O
4080|163|može|O
4081|163|mnogo|O
4082|163|da|O
4083|163|uradi|O
4084|163|,|O
4085|163|samo|O
4086|163|je|O
4087|163|peh|O
4088|163|.|O
4089|164|Parkiranje|O
4090|164|malo|O
4091|164|skupljeg|O
4092|164|auta|O
4093|164|,|O
4094|164|lokacija|B-LOCATION
4095|164|malo|I-LOCATION
4096|164|zavucena|I-LOCATION
4097|164|ali|O
4098|164|sve|O
4099|164|u|O
4100|164|svemu|O
4101|164|za|O
4102|164|svaku|O
4103|164|preporuku|O
4104|165|nismo|O
4105|165|uspeli|O
4106|165|da|O
4107|165|lično|O
4108|165|vidimo|O
4109|165|vlasnike|B-PERSONNEL
4110|165|.|O
4111|165|Činilo|O
4112|165|se|O
4113|165|kao|O
4114|165|da|O
4115|165|niko|O
4116|165|ne|O
4117|165|vodi|O
4118|165|mesto|O
4119|165|.|O
4120|165|Nismo|O
4121|165|mogli|O
4122|165|ni|O
4123|165|sa|O
4124|165|kim|O
4125|165|da|O
4126|165|stupimo|O
4127|165|u|O
4128|165|kontakt|B-PERSONNEL
4129|165|do|O
4130|165|30|O
4131|165|minuta|O
4132|165|nakon|O
4133|165|dogovorenog|O
4134|165|vremena|O
4135|165|dolaska|O
4136|165|.|O
4137|165|Pokupili|O
4138|165|smo|O
4139|165|ključeve|O
4140|165|sami|O
4141|165|,|O
4142|165|a|O
4143|165|novac|B-PRICE
4144|165|ostavili|O
4145|165|na|O
4146|165|kuhinjskom|O
4147|165|stolu|O
4148|165|poslednjeg|O
4149|165|dana|O
4150|165|.|O
4151|165|Nema|O
4152|165|potvrde|B-PRICE
4153|165|o|I-PRICE
4154|165|prijemu|I-PRICE
4155|165|uplate|I-PRICE
4156|165|ili|O
4157|165|stranoj|O
4158|165|registraciji|O
4159|165|.|O
4160|166|Niko|O
4161|166|nas|O
4162|166|nije|O
4163|166|dočekao|O
4164|166|,|O
4165|166|tako|O
4166|166|da|O
4167|166|nije|O
4168|166|bilo|O
4169|166|lako|O
4170|166|platiti|O
4171|166|.|O
4172|166|Voleli|O
4173|166|bismo|O
4174|166|da|O
4175|166|platimo|B-PRICE
4176|166|karticom|I-PRICE
4177|166|.|O
4178|167|Našao|O
4179|167|sam|O
4180|167|plastične|B-HYGIENE
4181|167|flaše|I-HYGIENE
4182|167|od|O
4183|167|drugih|O
4184|167|turista|O
4185|167|i|O
4186|167|neke|O
4187|167|ostatke|B-HYGIENE
4188|167|u|I-HYGIENE
4189|167|frižideru|I-HYGIENE
4190|167|;|O
4191|167|toalet|O
4192|167|papir|O
4193|167|;|O
4194|167|područje|B-LOCATION
4195|167|u|O
4196|167|kojem|O
4197|167|se|O
4198|167|nalazi|O
4199|167|hotel|O
4200|167|je|O
4201|167|prilično|O
4202|167|ružno|O
4203|168|Kada|O
4204|168|smo|O
4205|168|se|O
4206|168|prijavili|O
4207|168|,|O
4208|168|uključen|O
4209|168|je|O
4210|168|osveživač|B-FURNITURE
4211|168|vazduha|I-FURNITURE
4212|168|sa|O
4213|168|opsesivnim|O
4214|168|neprijatnim|B-HYGIENE
4215|168|mirisom|I-HYGIENE
4216|168|za|O
4217|168|naš|O
4218|168|ukus|O
4219|168|.|O
4220|168|Morao|O
4221|168|sam|O
4222|168|da|O
4223|168|provetrim|O
4224|168|.|O
4225|169|DALEKO|B-LOCATION
4226|169|OD|I-LOCATION
4227|169|CENTRA|I-LOCATION
4228|170|Jedina|O
4229|170|mana|O
4230|170|su|O
4231|170|bučni|B-LOCATION
4232|170|avioni|I-LOCATION
4233|170|,|O
4234|170|ja|O
4235|170|lično|O
4236|170|spavam|O
4237|170|jako|O
4238|170|,|O
4239|170|ali|O
4240|170|je|O
4241|170|očigledno|O
4242|170|probudio|O
4243|170|suprugu|O
4244|170|.|O
4245|170|Druga|O
4246|170|spremačica|B-PERSONNEL
4247|170|se|O
4248|170|nije|O
4249|170|pozabavila|O
4250|170|prijavom|O
4251|170|,|O
4252|170|ali|O
4253|170|se|O
4254|170|pokazalo|O
4255|170|da|O
4256|170|je|O
4257|170|ona|O
4258|170|nepotrebna|O
4259|170|,|O
4260|170|ali|O
4261|170|na|O
4262|170|sajtu|O
4263|170|ambasade|O
4264|170|piše|O
4265|170|da|O
4266|170|je|O
4267|170|potrebna|O
4268|171|Veoma|O
4269|171|je|O
4270|171|teško|O
4271|171|pronaći|O
4272|171|hotel|O
4273|171|jer|O
4274|171|kućni|O
4275|171|broj|O
4276|171|nije|O
4277|171|naveden|O
4278|171|.|O
4279|171|Znak|O
4280|171|na|O
4281|171|ulici|O
4282|171|je|O
4283|171|pokvaren|O
4284|172|Lokacija|B-LOCATION
4285|172|je|O
4286|172|bila|O
4287|172|veoma|O
4288|172|udaljena|B-LOCATION
4289|172|od|I-LOCATION
4290|172|centra|I-LOCATION
4291|172|i|O
4292|172|prilično|O
4293|172|blizu|B-LOCATION
4294|172|aerodroma|I-LOCATION
4295|172|(|O
4296|172|čuli|O
4297|172|su|O
4298|172|se|O
4299|172|avioni|O
4300|172|iz|O
4301|172|stana|O
4302|172|)|O
4303|172|.|O
4304|172|Osim|O
4305|172|toga|O
4306|172|,|O
4307|172|eksterijer|B-LOCATION
4308|172|ostavlja|O
4309|172|nešto|O
4310|172|da|O
4311|172|se|O
4312|172|želi|O
4313|172|(|O
4314|172|puno|B-HYGIENE
4315|172|smeća|I-HYGIENE
4316|172|,|O
4317|172|površina|O
4318|172|u|O
4319|172|izgradnji|O
4320|172|,|O
4321|172|na|O
4322|172|periferiji|O
4323|172|)|O
4324|172|.|O
4325|173|Sitne|O
4326|173|popravke|O
4327|173|kupatilske|B-FURNITURE
4328|173|opreme|I-FURNITURE
4329|174|Nisu|O
4330|174|krivi|O
4331|174|vlasnici|B-PERSONNEL
4332|174|-|O
4333|174|u|O
4334|174|okrugu|O
4335|174|su|O
4336|174|psi|O
4337|174|neprestano|O
4338|174|lajali|O
4339|174|.|O
4340|175|Nedostatak|O
4341|175|ventilacije|B-FURNITURE
4342|175|u|O
4343|175|kupatilu|B-FURNITURE
3344|175|.|O
4345|176|Kupaonicu|O
4346|176|bi|O
4347|176|trebala|O
4348|176|biti|O
4349|176|urednija|O
4350|176|.|O
4351|177|Na|O
4352|177|drugom|O
4353|177|spratu|O
4354|177|u|O
4355|177|blizini|O
4356|177|ulaza|O
4357|177|u|O
4358|177|stan|O
4359|177|osećao|O
4360|177|se|O
4361|177|veoma|O
4362|177|loš|B-HYGIENE
4363|177|miris|I-HYGIENE
4364|177|.|O
4365|178|Problem|O
4366|178|sa|O
4367|178|besplatnim|O
4368|178|parkingom|O
4369|178|.|O
4370|178|Naplaćuju|O
4371|178|dodatnu|O
4372|178|naknadu|O
4373|178|za|O
4374|178|čišćenje|B-HYGIENE
4375|178|od|O
4376|178|20|O
4377|178|evra|O
4378|178|nakon|O
4379|178|vašeg|O
4380|178|odlaska|O
4381|178|.|O
4382|179|Parking|O
4383|179|skup|O
4384|179|i|O
4385|179|opis|O
4386|179|stana|O
4387|179|nije|O
4388|179|odgovarao|O
4389|179|stvarnosti|O
4390|179|.|O
4391|179|U|O
4392|179|oglasu|O
4393|179|je|O
4394|179|pisalo|O
4395|179|2|O
4396|179|sobe|O
4397|179|.|O
4398|179|Bouzel|O
4399|179|je|O
4400|179|samo|O
4401|179|1|O
4402|179|soba|O
4403|179|sa|O
4404|179|dnevnim|O
4405|179|boravkom|O
4406|180|Mala|O
4407|180|kada|O
4408|180|.|O
4409|180|Slaba|O
4410|180|kuhinja|B-FOOD
4411|180|.|O
4412|180|Neudoban|O
4413|180|krevet|B-FURNITURE
4414|181|Mislio|O
4415|181|sam|O
4416|181|da|O
4417|181|ću|O
4418|181|pronaći|O
4419|181|mašinu|B-FURNITURE
4420|181|za|I-FURNITURE
4421|181|pranje|I-FURNITURE
4422|181|veša|I-FURNITURE
4423|181|,|O
4424|181|kao|O
4425|181|što|O
4426|181|je|O
4427|181|napisano|O
4428|181|u|O
4429|181|opisu|O
4430|181|usluga|O
4431|181|ovde|O
4432|181|na|O
4433|181|sajtu|O
4434|181|.|O
4435|181|Bilo|O
4436|181|je|O
4437|181|,|O
4438|181|ali|O
4439|181|bez|O
4440|181|otvora|O
4441|182|kada|O
4442|182|je|O
4443|182|bila|O
4444|182|mala|O
4445|182|.|O
4446|183|Nije|O
4447|183|ulozen|O
4448|183|dinar|O
4449|183|jedan|O
4450|183|u|O
4451|183|objekat|O
4452|183|odavno|O
4453|183|,|O
4454|183|čajna|B-FURNITURE
4455|183|kuhinja|I-FURNITURE
4456|183|je|O
4457|183|postojala|O
4458|183|i|O
4459|183|ono|O
4460|183|sto|O
4461|183|je|O
4462|183|ostalo|O
4463|183|je|O
4464|183|u|O
4465|183|raspadu|O
4466|183|.|O
4467|183|Platili|O
4468|183|da|O
4469|183|prenocimo|O
4470|183|,|O
4471|183|istusirali|O
4472|183|se|O
4473|183|i|O
4474|183|otisli|O
4475|183|u|O
4476|183|drugi|O
4477|183|smestaj|O
4478|183|.|O
4479|184|Apartman|O
4480|184|je|O
4481|184|bio|O
4482|184|prljav|B-HYGIENE
4483|184|,|O
4484|184|ispod|O
4485|184|kreveta|B-FURNITURE
4486|184|se|O
4487|184|nije|O
4488|184|cistilo|B-HYGIENE
4489|184|duže|O
4490|184|vrijeme|O
4491|184|,|O
4492|184|nema|O
4493|184|stolica|B-FURNITURE
4494|184|,|O
4495|184|kuhinja|B-FURNITURE
4496|184|sva|O
4497|184|masna|O
4498|184|,|O
4499|184|bez|O
4500|184|osnovnih|O
4501|184|sredstava|O
4502|184|za|O
4503|184|higijenu|B-HYGIENE
4504|185|Higijena|B-HYGIENE
4505|185|užasna|O
4506|185|,|O
4507|185|smeće|B-HYGIENE
4508|185|u|O
4509|185|apartmanu|O
4510|185|,|O
4511|185|buka|O
4512|185|,|O
4513|185|ne|O
4514|185|vredi|O
4515|185|ni|O
4516|185|1€|O
4517|185|prenoćište|O
4518|185|,|O
4519|185|za|O
4520|185|25€|O
4521|185|može|O
4522|185|da|O
4523|185|se|O
4524|185|nađe|O
4525|185|mnogo|O
4526|185|bolji|O
4527|185|smještaj|O
4528|186|Ima|O
4529|186|mnogo|O
4530|186|lepših|O
4531|186|mesta|O
4532|186|za|O
4533|186|boravak|O
4534|186|u|O
4535|186|Beogradu|B-LOCATION
4536|186|po|O
4537|186|istoj|O
4538|186|ceni|B-PRICE
4539|186|.|O
4540|187|Dobijate|O
4541|187|sobu|B-FURNITURE
4542|187|sa|O
4543|187|dva|O
4544|187|kreveta|B-FURNITURE
4545|187|,|O
4546|187|bez|O
4547|187|stolice|B-FURNITURE
4548|187|,|O
4549|187|sa|O
4550|187|plakarom|B-FURNITURE
4551|187|i|O
4552|187|kupatilom|B-FURNITURE
4553|187|.|O
4554|187|Tu|O
4555|187|je|O
4556|187|i|O
4557|187|tv|B-FURNITURE
4558|187|.|O
4559|187|To|O
4560|187|je|O
4561|187|to|O
4562|187|.|O
4563|187|Ovde|O
4564|187|niko|O
4565|187|nikada|O
4566|187|ne|O
4567|187|bi|O
4568|187|živeo|O
4569|187|.|O
4570|188|Na|O
4571|188|ćebadima|O
4572|188|su|O
4573|188|bile|O
4574|188|mrlje|B-HYGIENE
4575|188|od|O
4576|188|krvi|O
4577|188|.|O
4578|189|Slike|O
4579|189|su|O
4580|189|bile|O
4581|189|veoma|O
4582|189|obmanjujuće|O
4583|189|.|O
4584|189|Možda|O
4585|189|imaju|O
4586|189|jednu|O
4587|189|sobu|O
4588|189|kao|O
4589|189|što|O
4590|189|je|O
4591|189|prikazano|O
4592|189|na|O
4593|189|slikama|O
4594|189|,|O
4595|189|ali|O
4596|189|to|O
4597|189|nije|O
4598|189|ono|O
4599|189|što|O
4600|189|ćete|O
4601|189|dobiti|O
4602|189|osim|O
4603|189|ako|O
4604|189|ne|O
4605|189|platite|O
4606|189|mnogo|O
4607|189|više|O
4608|189|nego|O
4609|189|što|O
4610|189|vredi|O
4611|189|.|O
4612|189|Rasipanje|O
4613|189|novca|O
4614|189|,|O
4615|189|ostanite|O
4616|189|na|O
4617|189|drugom|O
4618|189|mestu|O
4619|189|.|O
4620|190|Zamrljana|B-HYGIENE
4621|190|i|O
4622|190|otrcana|B-HYGIENE
4623|190|posteljina|B-FURNITURE
4624|190|i|O
4625|190|peškiri|B-FURNITURE
4626|190|.|O
4627|190|Bube|O
4628|191|nismo|O
4629|191|dobili|O
4630|191|sto|O
4631|191|smo|O
4632|191|rezervisali|O
4633|191|,|O
4634|191|glasna|O
4635|191|muzika|O
4636|191|kasno|O
4637|191|uvece|O
4638|191|,|O
4639|191|nema|O
4640|191|zvučne|O
4641|191|izolacije|O
4642|191|tj|O
4643|191|.|O
4644|191|sve|O
4645|191|se|O
4646|191|cuje|O
4647|191|iz|O
4648|191|susednih|O
4649|191|soba|O
4650|192|Morao|O
4651|192|sam|O
4652|192|da|O
4653|192|platim|O
4654|192|18|B-PRICE
4655|192|,|I-PRICE
4656|192|40|I-PRICE
4657|192|evra|I-PRICE
4658|192|više|O
4659|192|od|O
4660|192|cene|B-PRICE
4661|192|koju|O
4662|192|smo|O
4663|192|dogovorili|O
4664|192|na|O
4665|192|vašem|O
4666|192|sajtu|O
4667|192|jer|O
4668|192|su|O
4669|192|rekli|O
4670|192|da|O
4671|192|su|O
4672|192|vam|O
4673|192|dali|O
4674|192|ovu|O
4675|192|cenu|B-PRICE
4676|192|,|O
4677|192|pa|O
4678|192|sam|O
4679|192|vam|O
4680|192|pokazao|O
4681|192|e|O
4682|192|-|O
4683|192|mail|O
4684|192|koji|O
4685|192|ste|O
4686|192|potvrdili|O
4687|192|,|O
4688|192|ali|O
4689|192|nisu|O
4690|192|mogli|O
4691|192|ništa|O
4692|192|da|O
4693|192|urade|O
4694|192|i|O
4695|192|platio|O
4696|192|sam|O
4697|192|.|O
4698|193|čišćenje|B-HYGIENE
4699|193|je|O
4700|193|bilo|O
4701|193|jako|O
4702|193|loše|O
4703|193|,|O
4704|193|rekli|O
4705|193|su|O
4706|193|da|O
4707|193|bi|O
4708|193|trebalo|O
4709|193|da|O
4710|193|očiste|O
4711|193|vašu|O
4712|193|sobu|O
4713|193|7|O
4714|193|.|O
4715|193|dana|O
4716|193|,|O
4717|193|smetalo|O
4718|193|im|O
4719|193|je|O
4720|194|predmeti|O
4721|194|su|O
4722|194|više|O
4723|194|ličili|O
4724|194|na|O
4725|194|predmete|O
4726|194|veoma|O
4727|194|stare|O
4728|194|kuće|O
4729|194|,|O
4730|194|a|O
4731|194|ne|O
4732|194|na|O
4733|194|sliku|O
4734|194|hotela|O
4735|194|,|O
4736|194|ovo|O
4737|194|uključuje|O
4738|194|posteljinu|B-FURNITURE
4739|194|(|O
4740|194|jastučnice|B-FURNITURE
4741|194|(|O
4742|194|pocepana|O
4743|194|čaršav|B-FURNITURE
4744|194|)|O
4745|194|peškiri|B-FURNITURE
4746|194|,|O
4747|194|orman|B-FURNITURE
4748|194|za|O
4749|194|sedenje|O
4750|194|uključen|O
4751|194|.|O
4752|195|Losa|O
4753|195|zvucna|O
4754|195|izolacija|O
4755|195|,|O
4756|195|sve|O
4757|195|se|O
4758|195|cuje|O
4759|195|iz|O
4760|195|drugih|O
4761|195|soba|O
4762|195|.|O
4763|196|Tv|B-FURNITURE
4764|196|ima|O
4765|196|ton|O
4766|196|,|O
4767|196|ali|O
4768|196|nema|O
4769|196|sliku|O
4770|196|.|O
4771|197|Plafonjerka|B-FURNITURE
4772|197|koja|O
4773|197|izgleda|O
4774|197|da|O
4775|197|ce|O
4776|197|vam|O
4777|197|svakog|O
4778|197|trenutka|O
4779|197|pasti|O
4780|197|na|O
4781|197|glavu|O
4782|197|.|O
4783|198|Dusek|B-FURNITURE
4784|198|na|I-FURNITURE
4785|198|krevetu|I-FURNITURE
4786|198|neudoban|O
4787|198|i|O
4788|198|sam|O
4789|198|upao|O
4790|198|.|O
4791|199|Tapete|B-FURNITURE
4792|199|po|I-FURNITURE
4793|199|zidovima|I-FURNITURE
4794|199|poluodlepljene|O
4795|199|.|O
4796|200|Slavina|B-FURNITURE
4797|200|u|I-FURNITURE
4798|200|kupatilu|I-FURNITURE
4799|200|razdrndana|O
4800|200|i|O
4801|200|pokvarena|O
4802|200|.|O
4803|201|Wc|B-FURNITURE
4804|201|daska|I-FURNITURE
4805|201|toliko|O
4806|201|pozutela|O
4807|201|da|O
4808|201|se|O
4809|201|ne|O
4810|201|zna|O
4811|201|da|O
4812|201|li|O
4813|201|je|O
4814|201|prljavstina|B-HYGIENE
4815|201|ili|O
4816|201|ne|O
4817|201|.|O
4818|202|Rdja|B-HYGIENE
4819|202|po|O
4820|202|radijatoru|B-FURNITURE
4821|202|u|O
4822|202|kupatilu|O
4823|202|.|O
4824|203|Osoba|B-PERSONNEL
4825|203|koja|O
4826|203|nam|O
4827|203|je|O
4828|203|dala|O
4829|203|kljuc|O
4830|203|u|O
4831|203|kaficu|O
4832|203|u|O
4833|203|prizemlju|O
4834|203|nam|O
4835|203|nije|O
4836|203|trazila|O
4837|203|ni|O
4838|203|jedan|O
4839|203|dokument|O
4840|203|niti|O
4841|203|ista|O
4842|203|slicno|O
4843|203|vec|O
4844|203|je|O
4845|203|s|O
4846|203|vrata|O
4847|203|trazila|O
4848|203|pare|B-PRICE
4849|203|bez|O
4850|203|da|O
4851|203|nas|O
4852|203|prvo|O
4853|203|odvede|O
4854|203|u|O
4855|203|smestaj|O
4856|203|ili|O
4857|203|ista|O
4858|203|slicno|O
4859|203|,|O
4860|203|to|O
4861|203|mi|O
4862|203|se|O
4863|203|nikada|O
4864|203|u|O
4865|203|zivotu|O
4866|203|nije|O
4867|203|desilo|O
4868|203|.|O
4869|203|Sve|O
4870|203|u|O
4871|203|svemu|O
4872|203|ogroman|O
4873|203|promasaj|O
4874|203|.|O
4875|204|Otrcan|B-HYGIENE
4876|204|,|O
4877|204|prljav|B-HYGIENE
4878|204|,|O
4879|204|neprijatnog|B-HYGIENE
4880|204|mirisa|I-HYGIENE
4881|204|stan|O
4882|204|.|O
4883|205|Generalno|O
4884|205|sve|O
4885|205|zbog|O
4886|205|odnosa|O
4887|205|cene|B-PRICE
4888|205|i|O
4889|205|kvaliteta|O
4890|205|,|O
4891|205|u|O
4892|205|drugom|O
4893|205|gradu|B-LOCATION
4894|205|smo|O
4895|205|za|O
4896|205|ovaj|O
4897|205|novac|B-PRICE
4898|205|imali|O
4899|205|ful|O
4900|205|opremljen|O
4901|205|apartman|O
4902|205|gde|O
4903|205|je|O
4904|205|bilo|O
4905|205|sve|O
